unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
5be7a3f1-cbfa-4f5d-bff4-9ac963266c45,1605473146.59245,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['singapore', 18, 'aavail_basic', 19, 0.0]",0.1,000:00:00
79fa80a2-57a4-46bd-8cfa-1b5377d2e851,1605473146.595364,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 33, 'aavail_basic', 20, 1.0]",0.1,000:00:00
9d5db742-ad26-4c9a-b23d-4855e7d12cba,1605473146.5973263,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 45, 'aavail_unlimited', 4, 0.0]",0.1,000:00:00
bfbd0ef7-2a8f-4e4c-8e19-dcd1b8e0496a,1605473146.599521,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 40, 'aavail_premium', 4, 0.0]",0.1,000:00:00
c7756e53-9e8e-40ac-9dca-33c8d6efa78a,1605473146.6023164,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 25, 'aavail_premium', 24, 0.0]",0.1,000:00:00
542a2ac1-25f3-412a-9ad0-705fe2a719dc,1605473161.6565824,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['singapore', 18, 'aavail_basic', 19, 0.0, 0.0]",0.1,000:00:00
502a9237-0452-439a-8ab8-65c10b918f77,1605473161.6681972,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 33, 'aavail_basic', 20, 1.0, 0.0]",0.1,000:00:00
568d60ee-2be0-4096-b0c5-0fa995bbddce,1605473161.6711936,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 45, 'aavail_unlimited', 4, 0.0, 0.0]",0.1,000:00:00
6c2d3e33-c4a5-4cf6-8102-e18f30717c2d,1605473161.6744125,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 40, 'aavail_premium', 4, 0.0, 0.0]",0.1,000:00:00
19801f87-94e9-46b2-b389-1a122ee93bde,1605473161.6753967,0.0,"[[0.501659   0.498341  ]
 [0.51050392 0.48949608]
 [0.50981466 0.49018534]
 [0.50885671 0.49114329]
 [0.50574896 0.49425104]]","['united_states', 25, 'aavail_premium', 24, 0.0, 0.0]",0.1,000:00:00
1bbd7c38-b8b9-46a7-a005-8bf5ef753914,1605473175.4205194,0.0,"[[0.50782947 0.49217053]
 [0.49815345 0.50184655]
 [0.50024244 0.49975756]
 [0.5071268  0.4928732 ]
 [0.50603178 0.49396822]]","['united_states', 20, 'aavail_unlimited', 21, 0.0]",0.1,000:00:00
3c738093-d218-445c-ac60-4da3da902ea0,1605473175.42251,1.0,"[[0.50782947 0.49217053]
 [0.49815345 0.50184655]
 [0.50024244 0.49975756]
 [0.5071268  0.4928732 ]
 [0.50603178 0.49396822]]","['singapore', 18, 'aavail_premium', 15, 0.0]",0.1,000:00:00
74692ae7-24c9-4069-97ec-2075bb607c89,1605473175.4274187,0.0,"[[0.50782947 0.49217053]
 [0.49815345 0.50184655]
 [0.50024244 0.49975756]
 [0.5071268  0.4928732 ]
 [0.50603178 0.49396822]]","['united_states', 27, 'aavail_basic', 26, 0.0]",0.1,000:00:00
055d7597-a9c8-43c9-9fba-7a835e914095,1605473175.4304087,0.0,"[[0.50782947 0.49217053]
 [0.49815345 0.50184655]
 [0.50024244 0.49975756]
 [0.5071268  0.4928732 ]
 [0.50603178 0.49396822]]","['united_states', 18, 'aavail_unlimited', 23, 1.0]",0.1,000:00:00
9c9f67f1-02e2-4eb0-91da-5d3fda35818d,1605473175.4342277,0.0,"[[0.50782947 0.49217053]
 [0.49815345 0.50184655]
 [0.50024244 0.49975756]
 [0.5071268  0.4928732 ]
 [0.50603178 0.49396822]]","['united_states', 23, 'aavail_unlimited', 18, 0.0]",0.1,000:00:00
9132d4ab-9575-4036-b8b9-4c8318b1d0b2,1605473205.50786,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 17, 'aavail_unlimited', 5]",0.1,000:00:00
676230bf-bd00-431e-8f2b-ffaf8cccab7c,1605473205.50786,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['singapore', 22, 'aavail_unlimited', 6]",0.1,000:00:00
6ab0a889-d358-4e4d-b04a-ac8f8e26766e,1605473205.5118723,0.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 25, 'aavail_unlimited', 17]",0.1,000:00:00
0bd24d33-968c-4f4a-84a3-b3e31478637e,1605473205.514096,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['singapore', 25, 'aavail_premium', 17]",0.1,000:00:00
efec04ce-ed07-4684-8d8a-da6c5aae0c45,1605473205.516087,0.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 19, 'aavail_premium', 19]",0.1,000:00:00
635840bb-303a-4311-acec-e6995639b160,1605473281.1632943,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 17, 'aavail_unlimited', 5, 1.0]",0.1,000:00:00
737e08f3-9e16-4ee7-ab68-eaa4e376edab,1605473281.164292,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['singapore', 22, 'aavail_unlimited', 6, 1.0]",0.1,000:00:00
5cefbacf-9aab-4158-9886-ef81a6d7562f,1605473281.1668577,0.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 25, 'aavail_unlimited', 17, 0.0]",0.1,000:00:00
2c74e70d-42cd-4b4b-a81e-3e8fd2ac2de9,1605473281.1668577,1.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['singapore', 25, 'aavail_premium', 17, 1.0]",0.1,000:00:00
724a22cd-b567-4548-a7bf-3cbe40edf0a1,1605473281.1729531,0.0,"[[0.49986364 0.50013636]
 [0.49138271 0.50861729]
 [0.50603178 0.49396822]
 [0.49565759 0.50434241]
 [0.51073306 0.48926694]]","['united_states', 19, 'aavail_premium', 19, 1.0]",0.1,000:00:00
1eb83969-0005-4dcc-ae0e-060f98dc6972,1605473296.3951237,0.0,"[[0.51026906 0.48973094]
 [0.50463119 0.49536881]
 [0.50559891 0.49440109]
 [0.508238   0.491762  ]
 [0.50999812 0.49000188]]","['united_states', 38, 'aavail_premium', 22, 0.0]",0.1,000:00:00
86ad8294-b165-4675-9f81-ff67ea763428,1605473296.3967774,0.0,"[[0.51026906 0.48973094]
 [0.50463119 0.49536881]
 [0.50559891 0.49440109]
 [0.508238   0.491762  ]
 [0.50999812 0.49000188]]","['united_states', 25, 'aavail_unlimited', 23, 0.0]",0.1,000:00:00
7f0a91f2-cdf5-48b1-9911-38a05acd42ec,1605473296.399648,0.0,"[[0.51026906 0.48973094]
 [0.50463119 0.49536881]
 [0.50559891 0.49440109]
 [0.508238   0.491762  ]
 [0.50999812 0.49000188]]","['united_states', 36, 'aavail_premium', 21, 0.0]",0.1,000:00:00
1de770b8-e726-4a31-af26-d2094a4aea3e,1605473296.399648,0.0,"[[0.51026906 0.48973094]
 [0.50463119 0.49536881]
 [0.50559891 0.49440109]
 [0.508238   0.491762  ]
 [0.50999812 0.49000188]]","['united_states', 23, 'aavail_premium', 16, 0.0]",0.1,000:00:00
b3b5e383-af1f-4685-8e0c-71366b4773e8,1605473296.405409,0.0,"[[0.51026906 0.48973094]
 [0.50463119 0.49536881]
 [0.50559891 0.49440109]
 [0.508238   0.491762  ]
 [0.50999812 0.49000188]]","['united_states', 22, 'aavail_basic', 25, 0.0]",0.1,000:00:00
059cead2-36ad-4cf2-ad52-8c4e4a5afc2c,1605473356.567711,0.0,"[[0.50651844 0.49348156]
 [0.50692719 0.49307281]
 [0.50400665 0.49599335]
 [0.501659   0.498341  ]
 [0.50559891 0.49440109]]","['united_states', 28, 'aavail_premium', 23, 0.0]",0.1,000:00:00
f91703e1-4bf5-410c-85d9-9946c46812aa,1605473356.5723927,0.0,"[[0.50651844 0.49348156]
 [0.50692719 0.49307281]
 [0.50400665 0.49599335]
 [0.501659   0.498341  ]
 [0.50559891 0.49440109]]","['united_states', 50, 'aavail_basic', 22, 0.0]",0.1,000:00:00
27dddef3-4c66-4c3b-8bee-97eb03113003,1605473356.5750039,0.0,"[[0.50651844 0.49348156]
 [0.50692719 0.49307281]
 [0.50400665 0.49599335]
 [0.501659   0.498341  ]
 [0.50559891 0.49440109]]","['singapore', 20, 'aavail_basic', 11, 0.0]",0.1,000:00:00
ffbff3f6-9887-4be5-8a7d-63e622ac7798,1605473356.5787814,0.0,"[[0.50651844 0.49348156]
 [0.50692719 0.49307281]
 [0.50400665 0.49599335]
 [0.501659   0.498341  ]
 [0.50559891 0.49440109]]","['singapore', 18, 'aavail_basic', 17, 0.0]",0.1,000:00:00
9ae308a5-7913-4a2b-a0d6-87df9ef035cf,1605473356.582595,0.0,"[[0.50651844 0.49348156]
 [0.50692719 0.49307281]
 [0.50400665 0.49599335]
 [0.501659   0.498341  ]
 [0.50559891 0.49440109]]","['united_states', 36, 'aavail_premium', 21, 0.0]",0.1,000:00:00
7515edd7-66fc-4aae-90f5-9c059afc6a22,1605473378.879496,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 19, 'aavail_basic', 21, 1.0]",0.1,000:00:00
d1e80dab-f049-489e-9f11-8ff75a15cb69,1605473378.890835,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 22, 'aavail_unlimited', 23, 0.0]",0.1,000:00:00
7eaafbef-1061-4a32-93c3-b354ab6275e9,1605473378.893673,1.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['singapore', 19, 'aavail_unlimited', 10, 0.0]",0.1,000:00:00
db2f8b70-cf2c-43bb-9b97-c1c18eeace45,1605473378.897957,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 27, 'aavail_premium', 27, 0.0]",0.1,000:00:00
30bbbc55-5ea8-4c89-afe5-a126900f1b42,1605473378.903864,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 24, 'aavail_basic', 18, 0.0]",0.1,000:00:00
a17ec995-018e-4340-bf67-00ca25e5f30b,1605473378.9083629,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 42, 'aavail_unlimited', 21, 0.0]",0.1,000:00:00
df786623-8cea-4c9c-8353-87d7b3bf0186,1605473378.9124858,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 22, 'aavail_premium', 21, 0.0]",0.1,000:00:00
ba545123-aecf-4572-8ee3-08d6095f573b,1605473378.9144847,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 18, 'aavail_premium', 19, 0.0]",0.1,000:00:00
55e07f12-992b-46e1-9425-9647ec685927,1605473378.9166348,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 32, 'aavail_premium', 21, 0.0]",0.1,000:00:00
bbfb61dc-6134-4d46-9d3f-50a99c3fce10,1605473378.9209433,0.0,"[[0.51283669 0.48716331]
 [0.50537579 0.49462421]
 [0.49759168 0.50240832]
 [0.50251566 0.49748434]
 [0.51174215 0.48825785]
 [0.50434037 0.49565963]
 [0.50758209 0.49241791]
 [0.51073306 0.48926694]
 [0.50559891 0.49440109]
 [0.50603178 0.49396822]]","['united_states', 25, 'aavail_unlimited', 18, 0.0]",0.1,000:00:00
3a5cde9f-d919-4340-b1c5-7b02650686a4,1605473396.4772537,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 17, 'aavail_unlimited', 20, 0.0]",0.1,000:00:00
9c6c935a-4904-4d33-8185-66a3fced220c,1605473396.4793522,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 30, 'aavail_basic', 19, 0.0]",0.1,000:00:00
f6c9c8ae-3fa8-4bb7-aa18-cc317b3acbae,1605473396.4826005,1.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['singapore', 20, 'aavail_premium', 22, 1.0]",0.1,000:00:00
684d4733-d9f1-4626-88e0-4fa268fbb29f,1605473396.4836323,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 19, 'aavail_premium', 23, 0.0]",0.1,000:00:00
a17fde47-78a6-4623-aa5f-a7491cd5d4c3,1605473396.4878972,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 20, 'aavail_basic', 21, 0.0]",0.1,000:00:00
8823418e-1567-4287-a4df-a801a297afbf,1605473396.4919221,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 50, 'aavail_premium', 21, 1.0]",0.1,000:00:00
607bfad3-f2e3-484a-9d64-742d85f99b76,1605473396.4919221,0.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['united_states', 23, 'aavail_basic', 19, 0.0]",0.1,000:00:00
e8fee51e-6766-41b7-bb46-ee4e847dc880,1605473396.4970398,1.0,"[[0.50267724 0.49732276]
 [0.51050392 0.48949608]
 [0.49745554 0.50254446]
 [0.50933287 0.49066713]
 [0.51353904 0.48646096]
 [0.50342202 0.49657798]
 [0.51174215 0.48825785]
 [0.49509586 0.50490414]
 [0.50758209 0.49241791]
 [0.51034208 0.48965792]
 [0.50852721 0.49147279]
 [0.51377258 0.48622742]
 [0.508238   0.491762  ]
 [0.51108642 0.48891358]
 [0.51003544 0.48996456]
 [0.51283669 0.48716331]
 [0.51248639 0.48751361]
 [0.51309537 0.48690463]
 [0.51377258 0.48622742]
 [0.50946346 0.49053654]]","['singapore', 24, 'aavail_unlimited', 10, 1.0]",0.1,000:00:00
